id,test_code,subject,content_domain,difficulty,question_type,review_status,reviewer,source_basis,duplicate_hash,stem_preview
5002-170,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3506c8f06c7156e00676ce88016a2120cdff9de833256b53ba9e639f5da528f6,What is imagery in literature?
5002-171,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d5ed9d6a9525555beb590aafbdc20d259d02f6ecb678993688ffd9e84b896d8d,Why is author's purpose important to identify?
5002-172,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,b4d827f073c211ee444b119fe70b54e4501a1fdc3fff1316be0161a6fa15e04a,Students memorize plot events but cannot analyze themes. What skill gap exists?
5002-173,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,03304ba1c82eb72655965e260f0a12f5fa4da3099fbacec0e35a59eba741e9e4,What is direct characterization?
5002-174,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,5c8f02409550bfb7046210a2caa760e804e73e2e3ccb8afeb6ace924b67e5ea9,How does setting influence a story's mood?
5002-175,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,a1980d17888ae104b179890234554d2c4d4378eb03c97fd5033fa650a9a6ebb6,Which strategy best helps students distinguish fact from opinion in texts?
5002-176,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,7b29bb5eac8b63a657a99e4266de39fec1ca57a6dd4256769152272e1de326c5,What is point of view in narrative?
5002-177,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,920eafa306c098e8439417fb16249d870771e07229ea05d7776385c3459af641,Why might two readers disagree about a text's meaning?
5003-108,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,1060467b8ebed16fc8b6af493ba1b8c284729b715c0de0d28416f495046e24aa,Why does dividing by a fraction mean multiplying by its reciprocal?
5003-109,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,2ae1376b8a3749d0142705e90ed388c996ef280e05ee20eb7d3c6514832b2d80,Students think that negative × negative = negative. How to correct?
5003-110,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,579765d92e9ec2b8b6438b47579ddc6b297d61b7a9a86bc657ef07dad84913bc,What is 2/5 expressed as a percentage?
5003-111,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,437b39ec3769ff8976fc1dec69dca21db5bdadcdbd8809297435373a75119771,What is the greatest common factor of 24 and 36?
5003-112,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8b71f0c8f5ff1cff01c544b69fb471a28ecb806d09316144fe0ffae846ddc8bb,Why is 1 not considered a prime number?
5003-113,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,d955dc8824edc73dc54092285c53204842d66f90d1fdee6a84ecd5889ddddb3b,Which model best teaches fraction equivalence?
5003-114,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f9d81bd1764478c39e296d26916fa5affb0a68e79eb32078dbbd7324d659bcaa,What is 0.75 as a fraction in simplest form?
5003-115,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,66a0c074304858d54d68f431a05f77fece06dcbaa58f33d6f27965df12c31166,What is the square root of 81?
5003-116,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,b162d3e855edbff9ee467feee06bd305ab3665ff91dd70557383f2265f91cbf1,Why is the product of any number and zero always zero?
5004-189,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,aeab55369657e89a9145d1b826881f5a28665935aee813d1d1bf9e2434bdab39,What is a culture trait?
5004-190,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,6aecc3f7d9fa18917dc73a1e3aa3775ef0f0af5ea5b50ed2272b6e1b9d9b5932,What is diffusion in cultural geography?
5004-191,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,82cb34dcdba30b9836a0f4cfcfb00d99e325aced85825fbda7a7b519790994b0,Students think that culture is static. How to correct?
5004-192,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,688ee9ff983f2c5f4f2e2b288086b41cb7570ec0331c83bb019c7f7d1184c0b9,What is ethnic identity?
5004-193,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,34ed0460619313b04158ee6c8982868e9a5a3adfa042d6d158c8bb66d916cf5d,What is urbanization's main driver?
5004-194,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,dbedc196577ba997996ffa3e4e34d7f056515ccf92af6015a4d6448b5bbc2680,How are migration and displacement related?
5004-195,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,390c5b2e472c9943a8e9ed9c9869fdd2db6ba7cbd08f2ead96e81effbf3b78db,Which approach best teaches cultural awareness?
5004-196,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,2416f97cf3946aeae909506cb8cbbec8d8aabf5c32f9614485739c5781e1f074,What is social mobility?
5004-197,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,19d119262f1d8527908afb3e3ca625b4e34b9daf11ccf91ef4b9e6f06f5652d4,What is a census used for?
5004-198,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,83c388c1f434a5909b4eb0c763ea5a2d8dceb3ef54f1351a01c558ac8f783e22,What is the demographic transition model's final stage?
5005-267,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,fbc0c0fe47e831a95d9f39866769e5ebbc5b75010bbf03386847137d3ad41210,What is an organelle?
5005-268,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f56193cf338fa81abfc08a2818bdb512bb006d978bc167700313aad0ca431cd2,Why are mitochondria called the 'powerhouse' of the cell?
5005-269,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,4c0b807fd6dd5fba0e5f4705e0d9e70ba5210f45e4c74c9575757833aefe13c8,Students think plant cells have mitochondria only because they photosynthesize. How to correct?
5005-270,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,e63272db11608b06f2accf6f67592c3b20151d06e1b09318b84cca7290cc5ed7,What is the endoplasmic reticulum's role?
5005-271,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,f3cc9e3f89afc5fb105af80a8c7acd2e02fdbedde60da26e8bf3541214357dd6,What is the endosymbiotic theory?
5005-272,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,4cebb9ca9f3cf06d161dea7fa2b31cb16c8f6d9fa33dde154e69955387bb2a51,Which analogy best represents the cell as a factory?
5005-273,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,09e96330359e126fce6c04d6eb30406ae2d2997a8f11608049e23502860980ad,What is the Golgi apparatus function?
5005-274,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f371eaf08e08c5121f1c9a1281cb011a94210db2bccc1e4fe22dece88f5b487a,What is a lysosome?
5005-275,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,c86236f1a354f1229c18714e679c4f5285255187f297847dd7c511259b0a3793,Why do cells specialize (differentiate)?
5005-276,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,e6c9afa0645332d2baa803d988d55af306f7e20dc7d5c3fafb5d8686cfdec894,What is inertia?
5005-277,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,0aee167c4b3b9a0d8d3eb09a511ada1028a7dbac40224d9454caf0727c00270e,Why does a ball thrown upward eventually fall back down?
5005-278,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,179a1a995d54bd21c4d0682b7efe6d2748722f150be3e85e7ded8418d440494b,Students think heavier objects fall faster in the absence of air resistance. Which demonstration bes
5005-279,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d3dd3a8171a8dfa6fdce5d883773fab61a5815a0842f4270c800513153a5d76a,What is momentum?
5005-280,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,dbe2ccbaacd8ffcbc6ca39e06f2ca6f395c6e5435485b13f6aa1f36b3c4c78c3,What is friction?
5005-281,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8f08762067c32fc4e7daf198543936323a55f9c209dab11b60ee15ba401525fb,What is potential energy stored in a compressed spring called?
5005-282,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,edcad4c057c1a22c59288dcc7620cea1612b405bdbd6e17f5acfdca64e8d78b4,Which experiment best demonstrates conservation of momentum?
5005-283,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,de58a6831e353263899f85cdea7d985392effeefdee487e68adf0aadfc6a2589,What is work in physics?
5005-284,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,b02667f5efc1ec38753a38770bea1078ec26be05060969b55ba3bc9583ec24d8,What is the unit of energy?
5005-285,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,54093965568ac43895ab5b8118374e62f07398bc2eadd4d7119265aefc1a246e,Why does a rocket accelerate upward despite no air to push against?
5002-178,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,0ae554eac5f697aba920ffad7c6400831d73c97926dc5906e090882282b80b2b,What is the first step in the writing process?
5002-179,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,a8c2af3931fa44e804ce22916fc70a817b9fbf38e18062863b6c33f998e4fc2b,Why is peer review valuable in writing instruction?
5002-180,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,b04576344944fb7a5dd7b27fb0064d72a70c6de82dffd7912a48ab82895f53dd,Students write complete sentences but lack coherence between them. Which skill needs development?
5002-181,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,000d785cb3b482607157dabf80ba3f742bc606887b567ce74d474a4749865098,What is a revision checklist used for?
5002-182,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,63aa5e87a92be67d3f1b4b0803745cb4ab1e4b55659e4541fb6a496cb53a2c56,What is the purpose of an outline?
5002-183,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,5f5de0a562dce649f0817ca27c2b01982c366833b69127a12fcfce51bd0b7c6a,Why is the writing process recursive rather than linear?
5002-184,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,f5af30ba3212c4969cf547dd9b4c2e6d695f70c71d452e7bc39cb943823d0e7d,Students struggle with spoken presentations. Which scaffold helps most?
5002-185,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,8aa5ad02a81bd5b2c5f36ebf2437359cd07737b3b0f452ca226e02669556cf8f,What is a call to action in persuasive writing?
5002-186,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,c2adf8edab156ee13e2ce616ae39e35136400af24bd13536c3554f8c4a60dd4a,What is active listening?
5002-187,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,bfcc2c7d88404770311885413453ec9fbbda92ca1815dc749690e1921403de3d,Why is writing process instruction important across disciplines?
5004-199,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,667e42f7dc1a550cee49404933d9b06997913aabb113a18f7c9587cddbfc9bb0,What triggered the French Revolution?
5004-200,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,9a6b4d65fb5f2517b2df382c0784837f45c4b68ce9cafc6f4dc4fa8e7ddbe2ab,What was the main economic impact of colonialism on Africa?
5004-201,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,adf0ea81350015bb7891d1908655f474ab72a9d17cf15002e90d028d30f667b0,Students think history is just memorizing dates. How to shift to historical thinking?
5004-202,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,647d510486a4b1a563eaf242f77f883760f0d7c90b6885b40346d92bf3400f06,What is the legacy of the Silk Road?
5004-203,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,666681c9a3bf15de42dd1111965f506b1b6a3dc0d890dce29e9e108108231631,Who led the Chinese Communist Revolution in 1949?
5004-204,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,5cfd7e5e34f89ebb395ad1033ba68e35d2e82bd21cd2cf2387bf01a0998613f3,What is the significance of the Magna Carta for global governance?
5004-205,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,c13a99ad6197154c737fbbf992de1e84e52fb227c58ff9f55927fdd8953d9c53,Which activity best teaches students about historical causation?
5004-206,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,dcab25ad4227a0d376c616235ed8375b750b8122a462b89c85e3e66f49fe4215,What is the Enlightenment?
5004-207,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,21b782ac8506ffa9baf4cfb88f039a28eeeb6dc15ecb84668add7a39dd642500,Why did industrialization begin in Britain first?
5003-117,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,2680275f68f6cc398372c96bd8eb97c85687e9c1f263ac42b3f8770e9b70f96d,What is the slope of a horizontal line?
5003-118,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,ef7be057a9649d40c9183a7bae2b6976159a3c31389914d95d81cef8ad1fdfcc,What does the y-intercept represent in a real-world linear model?
5003-119,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d3ee10d6c313a5190735bd237b0766953c69221b7cb5f543aeab6630e8dfbd84,A student translates 'three more than twice a number' as 3(x + 2). Which feedback best addresses the
5003-120,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6b59e90e9feece4f3da98d8c1658b9c61ef282251314e672fddae410e5f83682,How do you find the x-intercept of y = 3x - 9?
5003-121,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f33dc256b32bba0315719e9c7a55d0b27cea9a6281a2de5798e64063d786da97,What is the solution to 5x = 35?
5003-122,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,0e28e70827c87211f7fe002dfbd1b9bf84e2a89f649712729aa9fcd2d4166057,When do two linear equations have no solution?
5003-123,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,5767ec859031e8707c1e000b4fb6a8dcad228875343b7a92813ec00b7028905b,Which representation best helps students understand slope as a rate?
5003-124,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c386bd6f498509ca546d88799ffa6516c5d9f6766cbe2a863f9449c76354bada,Solve: 4(x - 2) = 20
5003-125,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,b094ec05b41a762c8cde1fdfc62a996f431b45eadb174d65b7e375a87c8f1dcb,"What is the slope of the line through (0, 3) and (4, 11)?"
5003-126,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,baf9ba63803c001c8d46ece9d0413166d793ce86f73d23d9435dd76c7f031658,What is the significance of a negative slope in context?
5005-286,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,f7b1ac4365fbc90a2eb89ece785ddc16e94f3a0e0b057049572124c0ef9d2e4c,What is the geosphere?
5005-287,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c9bbe99129fbefec4a30ce5b09ebe8d291a5f9b25c26425651569d6ff2b0160e,How do scientists determine Earth's age?
5005-288,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,9150a87d536e99b0570b6f354f92a5a63caf8d1e4ce962a4bf04c3a06ad24434,Students think that rocks never change once formed. How to correct?
5005-289,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,688825781f1fb822a46a8064299b7470e73d44baf9b3f79a50ce48bf04c3c569,What is the Mohs hardness scale based on?
5005-290,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,503d4744a137fa473297ab88b7afb15bf72276676c66eac17133e59ca09cbd98,What is a mineral's luster?
5005-291,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f21b973610e84cf1a6328116dc3c81fc7a9e2de6e340841c3dfe51ac2f49309e,Why do sedimentary rocks form in layers?
5005-292,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,e3d6d961c63e133c92a7c847241638681a0699e43956ce83c888b90849cffb25,Which hands-on activity best teaches rock identification?
5005-293,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c950b2ea2a6e00341e1c63543c10b68a62f74586a387b8b176452568485c2700,What is magma?
5005-294,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,dc000b870d1b50703af02a9f8cde264b5911d4bc701cb92b5d470a16176ffc71,What is erosion?
5005-295,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,41dfdbc4e8488e636fbce1192d0d22c7fd53404e13f062b94cef7584a829e9fd,Why are some mountains volcanic while others are folded?
5003-127,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,11422abd2840d3496c6552b2b47f6f64e4282963602ee175195c1cbd452d9d64,What is the area of a triangle with base 10 and height 6?
5003-128,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,4362e8239d7ce5eaa3e93a9799f72e447bc59bb8a99eef70bbae562dec2ce441,Why is the volume formula for a pyramid ⅓ × base × height?
5003-129,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,d9764e334c7f8f2a1be728c408ad7792af0e383ee3b925212167327e71d037e0,Students confuse area and perimeter formulas. Which manipulative helps distinguish them?
5003-130,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,061ad0a7469543c0bdbac7346e1e7a3d3f91f98bc5ed7331e19d9e50a6324714,What is the circumference of a circle with diameter 10 (use π ≈ 3.14)?
5003-131,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,e72eee3385fa3b8d47fb75c2099659999f1cb5f044cb5692d356c701a3f9d4b3,"What is the median of 5, 10, 15, 20, 25?"
5003-132,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,5dcbfe1e245b471e4b5d51361f73d9dcac4e56b81144ee406324e566151ac709,What is the probability of drawing an ace from a standard 52-card deck?
5003-133,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,7c4db133fad072642862c24572a5cc3814142ec8fc5fc0d492c121a52946b2e9,Which tool best helps students understand volume of irregular shapes?
5003-134,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,7e9a985b25bfede29e0a833bdb4e05d1b659e6aeb68d8290b0885721f194dc00,"What is the range of 4, 8, 12, 16, 20?"
5003-135,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,2faf3327b7a1596d98ac6d0755456a86d3f4d99799d5ab01a4584cf3fba69ab8,Why is the sum of angles in a triangle always 180°?
5004-208,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,78255e4d231c048394eff5ce6537bf9e9b8878ab7b35d0a0c30c06f6efd843d9,What is the federal budget process?
5004-209,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,4658bd3f3e8944e0751bb00271910b55124af8b98b04ba25dde8f6b4305df36b,What is the significance of the 14th Amendment?
5004-210,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,bab3294f9ea3b1408d08943ad2ce4e4e4d02f88bb2233e6ca62b673a715bf72a,Students think government is only about politics and voting. How to broaden understanding?
5004-211,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,c1f60657ce19ad321fddc1b07513d8fcb00e0fcfbd7b478d52a3d8cca0cbf7f1,What is the role of interest groups?
5004-212,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,bdb416f44bd7a7f9cc2e921af5626ccf772b3c1f8bfba497ee96fbcb553dd1bf,How many senators represent each state?
5004-213,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,7425dadd6e7f9a1c6523198ac4a96632248634df74d7b0c3cfedab8bda9be988,What is the role of the Federal Reserve?
5004-214,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,5d64fdab9388a8aae75f2ac65f4668a05b2651935737022f58f83225d223bd23,Which simulation best teaches students about the legislative process?
5004-215,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,73bffa3f3f50aa0dd0b6e9c8f10de1f86bf160cb49609af2b68d0e06f3297405,What is the Electoral College's current total number of electors?
5004-216,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,45dfd72d15b263ad58894ed6c7a4f7436d7a39492ac45e8f88b87cce187a5eec,Who was the longest-serving U.S. president?
5004-217,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,3c378f973ffd139455ab38a86908516ed86b385cca8ad6bae5a545b09b0d2f7d,What is the tension between national and state power called in modern context?
5005-296,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6248b8b929684a9db1180398d5e649a028099988fa00d78c359d1464ca9f492b,What is the atomic number of carbon?
5005-297,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,98bc004b63fbbc87123fc5e2331e305cd668b9d70170efd39d745080ed926b01,Why do isotopes of the same element have different masses?
5005-298,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,5bb7e6450289f909ca2da53e1712b149aab1d08dd584c3a293d6fdecb1efe4d3,Students ask why solid objects do not pass through one another if atoms contain large regions withou
5005-299,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,2981c983a171feda6890ab1f388d3ed3f6288396002b86fbaafabf97ba2ebae4,What is an ion?
5005-300,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,4995a411181ca71d7c8c1911aa15dd8aac4cb78b70c41617365d7dd2bb0f96fa,What is the periodic table organized by?
5005-301,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a1d5f4e131f6b284f77d420f7a1f47b48b113d456a11ee1f7aa21872822bc593,Why do elements in the same group have similar properties?
5005-302,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,1c956d0c20ad3d9fc20ac30a20fd5df2780ad0e24d8234204f0fc96bfc68ad57,Which model best represents atomic structure for students?
5005-303,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,39c7b2453e6b5a35357063c0ac114bfaa0ebe3a3b711aac5916a3768a5f5b99c,What is a chemical bond?
5005-304,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,02dc749a83e51e83612bc3df84f227673b726b2c03a14411f49e1d751e2befa2,What is an element's atomic mass approximately equal to?
5005-305,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,1bc370b358a30a4936cb69f2acdac7677b9fc96e69453ac62f3ea54aeb0e02c9,Why do noble gases rarely form compounds?
5002-188,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,bdccf46b04d96f215d315e0cc98647b548b3a6203c4b7f35ee4aef8dcae9cda1,What is a theme statement?
5002-189,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6a7d9f8d1240cb57cdb9f243f3be7dddd563d1d5422de99893d5923d10968f3b,Why is structure important in expository writing?
5002-190,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,e4acc6e28b7bfb325c560352b61780a35a90a93b3ef606011538cecc894fcce5,A student decodes grade-level text accurately and understands the vocabulary but cannot make inferen
5002-191,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,55c28351b5253da7d590771054feab4f2ebadee5ec5fadc254f895c1da6226d5,What is dramatic irony?
5002-192,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,2b136a355245625b3c1b0682678dfbdfa166559a6dae804268ecca8d34900e29,What is a legend?
5002-193,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,9a771d97fcdb8aee8ba4ac39f6fdae472b812b0331f01323667a7180692254c9,How does author's word choice (diction) affect meaning?
5002-194,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,410721a3b03c173d5d21d4d672264c59b4463b19c3c77b7187bbdc9de3bca338,Which strategy best develops inferential comprehension?
5002-195,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,6e7e458668d370d5b36210753a6103c8627ce0e1ce1af3e7fb89f0f793a21cf9,What is allegory?
5002-196,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,a3188b6bf8aefce3dac34971c1700e4f8c949f4d7145dfb8a2ecaf05a005b512,What is a cliffhanger?
5005-306,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3da87f91cb8e38b26d1cbeafe926a35b832814bd3d141ace54bfbaa438110130,What is photosynthesis?
5005-307,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,cb3c222fcf9e0248315cffe51aba1a4f8b527c4000795e0ee53ccd37ac9ca7ae,Why are photosynthesis and cellular respiration complementary?
